thpt,ap_name,nosta,mcs,sinrval,time
5.94,2,3,4,52/70,144.69
5.82,2,3,4,52/70,147.19
6.53,2,3,4,53/70,149.70
6.45,2,3,4,53/70,152.19
6.34,2,3,4,52/70,154.79
6.61,2,3,4,52/70,157.23
6.42,2,3,4,53/70,159.66
6.42,2,3,4,53/70,162.09
6.10,2,3,4,53/70,164.38
6.91,2,3,4,53/70,166.85
6.98,2,3,4,53/70,169.24
6.23,2,3,4,53/70,171.58
6.95,2,3,4,54/70,173.94
6.41,2,3,4,54/70,176.31
6.15,2,3,4,53/70,178.81
6.37,2,3,4,53/70,181.36
6.72,2,3,4,53/70,183.80
6.65,2,3,4,54/70,186.29
6.01,2,3,4,54/70,188.85
6.86,2,3,4,54/70,191.43
6.37,2,3,4,54/70,194.05
7.02,2,3,4,54/70,196.33
6.17,2,3,4,55/70,198.70
5.89,2,3,4,54/70,201.53
6.17,2,3,4,54/70,204.40
6.08,2,3,4,53/70,207.03
6.46,2,3,4,53/70,209.83
6.19,2,3,4,53/70,212.53
6.35,2,3,4,53/70,215.41
6.02,2,3,4,53/70,218.06
7.10,2,3,4,53/70,220.73
5.98,2,3,4,52/70,223.53
6.05,2,3,4,52/70,226.64
7.18,2,3,4,52/70,229.42
6.16,2,3,4,53/70,232.15
6.29,2,3,4,54/70,234.96
6.59,2,3,4,54/70,237.78
6.75,2,3,4,54/70,240.62
6.23,2,3,4,54/70,243.68
5.74,2,3,4,55/70,246.79
6.48,2,3,4,56/70,249.66
6.29,2,3,4,56/70,252.86
6.81,2,3,4,56/70,255.89
5.85,2,3,4,56/70,258.95
6.58,2,3,4,56/70,262.14
6.53,2,3,4,56/70,265.09
6.12,2,3,4,56/70,268.34
5.90,2,3,4,55/70,271.15
5.58,2,3,4,55/70,274.31
6.01,2,3,4,55/70,277.65
6.46,2,3,4,55/70,280.99
6.21,2,3,4,55/70,284.39
6.59,2,3,4,54/70,287.37
5.98,2,3,4,54/70,290.44
6.36,2,3,4,54/70,293.43
6.47,2,3,4,55/70,296.58
6.47,2,3,4,55/70,299.68
6.60,2,3,4,55/70,302.76
6.30,2,3,4,54/70,305.72
6.18,2,3,4,54/70,308.90
5.81,2,3,4,54/70,312.29
5.92,2,3,4,54/70,315.82
6.03,2,3,4,54/70,318.90
5.93,2,3,4,54/70,322.09
6.64,2,3,4,53/70,325.13
5.77,2,3,4,54/70,328.31
6.88,2,3,4,54/70,331.69
5.93,2,3,4,53/70,334.94
6.84,2,3,4,53/70,338.08
6.37,2,3,4,54/70,341.53
6.12,2,3,4,55/70,345.25
5.99,2,3,4,55/70,348.86
5.96,2,3,4,55/70,352.39
6.37,2,3,4,55/70,355.80
6.40,2,3,4,55/70,359.34
6.27,2,3,4,55/70,363.06
5.87,2,3,4,55/70,366.85
6.27,2,3,4,54/70,370.63
6.33,2,3,4,54/70,374.25
6.40,2,3,4,54/70,378.07
6.05,2,3,4,54/70,381.83
6.80,2,3,4,53/70,385.64
6.46,2,3,4,53/70,389.07
7.05,2,3,4,53/70,392.68
6.78,2,3,4,54/70,396.44
6.08,2,3,4,54/70,400.17
5.93,2,3,4,54/70,403.54
6.45,2,3,4,54/70,407.33
6.28,2,3,4,55/70,411.20
5.90,2,3,4,55/70,414.62
7.05,2,3,4,56/70,418.38
5.97,2,3,4,55/70,422.08
6.06,2,3,4,56/70,425.87
6.12,2,3,4,56/70,429.87
6.38,2,3,4,55/70,433.66
6.11,2,3,4,56/70,437.22
6.17,2,3,4,56/70,441.46
5.65,2,3,4,56/70,445.18
6.44,2,3,4,56/70,449.23
5.95,2,3,4,58/70,453.28
6.68,2,3,4,58/70,457.20
6.13,2,3,4,57/70,460.97
5.94,2,3,4,58/70,464.97
6.12,2,3,4,58/70,468.53
6.23,2,3,4,58/70,472.55
6.11,2,3,4,58/70,476.32
6.16,2,3,4,59/70,480.38
5.92,2,3,4,59/70,484.28
5.97,2,3,4,58/70,488.44
5.90,2,3,4,57/70,492.24
6.42,2,3,4,56/70,496.61
6.17,2,3,4,56/70,500.61
