thpt,ap_name,nosta,mcs,sinrval,time
6.76,2,2,4,53/70,92.54
6.35,2,2,4,54/70,94.44
6.38,2,2,4,54/70,96.40
6.49,2,2,4,53/70,98.37
6.25,2,2,4,53/70,100.26
6.52,2,2,4,52/70,102.23
6.04,2,2,4,52/70,104.21
6.49,2,2,4,52/70,106.31
6.88,2,2,4,52/70,108.38
6.12,2,2,4,52/70,110.36
6.33,2,2,4,52/70,112.53
6.76,2,2,4,53/70,114.70
6.66,2,2,4,52/70,116.90
6.76,2,2,4,52/70,119.06
6.43,2,2,4,53/70,121.31
6.02,2,2,4,53/70,123.60
6.83,2,2,4,53/70,125.76
6.38,2,2,4,52/70,128.12
6.22,2,2,4,53/70,130.53
6.12,2,2,4,53/70,132.75
6.67,2,2,4,53/70,135.05
6.12,2,2,4,54/70,137.50
6.68,2,2,4,53/70,139.70
6.88,2,2,4,53/70,141.94
6.13,2,2,4,53/70,144.30
6.29,2,2,4,54/70,146.54
6.32,2,2,4,54/70,148.98
7.06,2,2,4,54/70,151.25
6.32,2,2,4,55/70,153.63
6.62,2,2,4,54/70,155.89
6.00,2,2,4,54/70,158.04
5.93,2,2,4,53/70,160.31
6.44,2,2,4,53/70,162.68
6.61,2,2,4,53/70,165.06
6.23,2,2,4,53/70,167.69
6.44,2,2,4,53/70,170.21
6.63,2,2,4,52/70,172.70
6.24,2,2,4,52/70,175.06
6.22,2,2,4,53/70,177.74
5.96,2,2,4,54/70,180.50
6.70,2,2,4,54/70,182.93
6.13,2,2,4,54/70,185.34
6.41,2,2,4,54/70,188.10
6.25,2,2,4,55/70,190.36
6.15,2,2,4,56/70,193.18
6.19,2,2,4,56/70,196.04
6.40,2,2,4,56/70,198.60
6.59,2,2,4,56/70,201.04
6.40,2,2,4,56/70,203.86
6.80,2,2,4,56/70,206.43
6.11,2,2,4,55/70,208.86
6.51,2,2,4,55/70,211.52
6.26,2,2,4,55/70,213.86
7.17,2,2,4,56/70,216.30
6.36,2,2,4,55/70,218.75
6.33,2,2,4,54/70,221.21
6.21,2,2,4,54/70,223.45
6.12,2,2,4,54/70,225.76
6.21,2,2,4,54/70,228.27
6.17,2,2,4,55/70,231.20
6.12,2,2,4,55/70,234.06
5.81,2,2,4,54/70,236.92
6.09,2,2,4,54/70,239.65
6.95,2,2,4,53/70,242.65
6.07,2,2,4,54/70,245.44
5.88,2,2,4,54/70,248.48
6.39,2,2,4,53/70,251.47
7.21,2,2,4,54/70,254.37
5.85,2,2,4,53/70,257.50
5.97,2,2,4,54/70,260.44
6.25,2,2,4,54/70,263.34
5.99,2,2,4,55/70,266.44
6.10,2,2,4,55/70,269.47
6.50,2,2,4,56/70,272.50
6.54,2,2,4,55/70,275.61
6.31,2,2,4,55/70,278.72
5.93,2,2,4,55/70,281.63
6.01,2,2,4,54/70,284.46
6.45,2,2,4,54/70,287.49
6.71,2,2,4,54/70,290.85
5.96,2,2,4,54/70,294.15
5.95,2,2,4,53/70,297.17
5.91,2,2,4,54/70,300.24
6.74,2,2,4,54/70,303.26
6.20,2,2,4,54/70,306.39
7.19,2,2,4,54/70,309.53
6.22,2,2,4,55/70,312.97
6.45,2,2,4,55/70,316.32
6.03,2,2,4,56/70,319.51
6.88,2,2,4,55/70,322.55
6.99,2,2,4,56/70,325.88
5.96,2,2,4,55/70,329.19
7.05,2,2,4,56/70,332.15
6.23,2,2,4,56/70,335.33
6.06,2,2,4,56/70,338.47
6.20,2,2,4,56/70,341.86
6.43,2,2,4,58/70,345.67
6.24,2,2,4,57/70,349.32
6.06,2,2,4,57/70,352.81
6.27,2,2,4,58/70,355.98
6.19,2,2,4,58/70,359.59
6.44,2,2,4,58/70,363.14
6.38,2,2,4,59/70,366.53
6.26,2,2,4,58/70,370.00
6.28,2,2,4,58/70,373.74
6.73,2,2,4,57/70,377.30
6.63,2,2,4,56/70,380.38
6.10,2,2,4,56/70,383.86
5.93,2,2,4,56/70,386.98
6.05,2,2,4,56/70,390.54
6.54,2,2,4,56/70,394.10
5.90,2,2,4,55/70,397.58
6.21,2,2,4,54/70,401.17
5.96,2,2,4,55/70,404.46
6.01,2,2,4,54/70,408.18
5.93,2,2,4,54/70,412.10
6.04,2,2,4,54/70,416.28
6.27,2,2,4,53/70,420.43
6.23,2,2,4,53/70,424.26
6.46,2,2,4,53/70,427.69
6.28,2,2,4,53/70,431.26
6.25,2,2,4,53/70,434.76
6.04,2,2,4,53/70,438.51
6.41,2,2,4,53/70,442.58
6.72,2,2,4,53/70,446.44
6.66,2,2,4,53/70,450.10
6.95,2,2,4,52/70,453.95
5.97,2,2,4,52/70,457.61
6.31,2,2,4,52/70,461.60
6.99,2,2,4,53/70,465.43
6.31,2,2,4,54/70,469.22
5.95,2,2,4,53/70,473.28
6.08,2,2,4,54/70,477.27
6.49,2,2,4,54/70,481.54
6.17,2,2,4,54/70,485.78
6.52,2,2,4,53/70,489.72
6.32,2,2,4,53/70,493.44
5.75,2,2,4,53/70,497.32
6.28,2,2,4,53/70,501.30
