thpt,ap_name,nosta,mcs,sinrval,time
8.01,1,3,5,50/70,104.45
8.29,1,3,5,50/70,106.36
8.18,1,3,5,50/70,108.45
8.55,1,3,5,50/70,110.52
8.37,1,3,5,50/70,112.65
8.22,1,3,5,49/70,114.62
8.10,1,3,5,50/70,116.58
9.27,1,3,5,50/70,118.66
8.19,1,3,5,50/70,120.76
8.39,1,3,5,50/70,123.21
8.10,1,3,5,50/70,125.23
8.33,1,3,5,50/70,127.33
8.24,1,3,5,50/70,129.44
8.25,1,3,5,50/70,131.60
8.88,1,3,5,51/70,133.87
8.47,1,3,5,50/70,136.06
8.30,1,3,5,51/70,138.22
8.69,1,3,5,51/70,140.56
8.18,1,3,5,52/70,142.80
9.19,1,3,5,52/70,144.96
8.70,1,3,5,52/70,147.45
8.25,1,3,5,52/70,149.72
8.15,1,3,5,53/70,152.06
8.11,1,3,5,53/70,154.34
9.17,1,3,5,54/70,156.52
8.36,1,3,5,54/70,158.80
7.88,1,3,5,55/70,161.29
8.31,1,3,5,55/70,163.62
9.25,1,3,5,55/70,166.15
9.00,1,3,5,55/70,168.59
7.85,1,3,5,55/70,171.19
7.89,1,3,5,55/70,173.81
8.17,1,3,5,54/70,176.39
9.08,1,3,5,54/70,178.96
9.21,1,3,5,54/70,181.50
8.26,1,3,5,53/70,183.92
8.27,1,3,5,52/70,186.45
7.88,1,3,5,52/70,189.19
8.33,1,3,5,53/70,191.73
8.67,1,3,5,52/70,194.25
7.78,1,3,5,51/70,196.86
8.11,1,3,5,51/70,199.39
8.96,1,3,5,51/70,201.96
7.96,1,3,5,51/70,204.64
8.50,1,3,5,51/70,207.34
8.74,1,3,5,52/70,210.06
8.49,1,3,5,52/70,212.71
8.68,1,3,5,51/70,215.51
8.05,1,3,5,51/70,218.32
9.08,1,3,5,50/70,220.95
7.97,1,3,5,51/70,223.62
7.87,1,3,5,50/70,226.51
7.95,1,3,5,50/70,229.62
8.73,1,3,5,49/70,232.56
8.48,1,3,5,49/70,235.45
8.67,1,3,5,49/70,238.05
8.38,1,3,5,49/70,240.75
7.92,1,3,5,49/70,243.76
8.20,1,3,5,50/70,246.50
7.95,1,3,5,50/70,249.38
8.38,1,3,5,49/70,252.48
8.06,1,3,5,50/70,255.37
7.66,1,3,5,50/70,258.37
9.04,1,3,5,50/70,261.30
7.98,1,3,5,50/70,264.21
8.04,1,3,5,50/70,267.38
9.03,1,3,5,50/70,270.39
8.13,1,3,5,50/70,273.29
8.61,1,3,5,50/70,276.45
8.06,1,3,5,50/70,279.64
8.77,1,3,5,49/70,282.85
8.60,1,3,5,50/70,286.19
8.23,1,3,5,50/70,289.10
8.19,1,3,5,50/70,291.90
8.64,1,3,5,49/70,295.26
7.98,1,3,5,50/70,298.27
8.06,1,3,5,50/70,301.91
8.52,1,3,5,49/70,305.22
7.75,1,3,5,49/70,308.52
8.16,1,3,5,49/70,311.87
7.98,1,3,5,49/70,314.90
9.25,1,3,5,49/70,318.40
8.40,1,3,5,49/70,321.71
8.28,1,3,5,49/70,324.86
9.20,1,3,5,49/70,328.13
8.49,1,3,5,49/70,331.41
8.67,1,3,5,49/70,334.93
8.25,1,3,5,49/70,338.23
7.97,1,3,5,49/70,341.75
8.01,1,3,5,49/70,344.85
8.81,1,3,5,49/70,347.99
8.31,1,3,5,49/70,351.61
8.73,1,3,5,49/70,354.92
7.99,1,3,5,49/70,357.86
8.27,1,3,5,49/70,361.17
8.26,1,3,5,49/70,364.79
8.36,1,3,5,49/70,368.28
7.75,1,3,5,49/70,371.90
9.05,1,3,5,49/70,375.59
7.89,1,3,5,49/70,379.27
8.73,1,3,5,49/70,383.14
8.13,1,3,5,49/70,386.82
8.82,1,3,5,49/70,390.40
8.30,1,3,5,49/70,394.00
7.84,1,3,5,49/70,397.46
8.68,1,3,5,49/70,401.45
7.85,1,3,5,48/70,404.81
7.96,1,3,5,48/70,408.25
8.25,1,3,5,48/70,412.03
7.76,1,3,5,48/70,415.92
9.10,1,3,5,48/70,419.76
8.33,1,3,5,48/70,423.51
7.89,1,3,5,48/70,427.54
8.05,1,3,5,48/70,431.40
8.31,1,3,5,48/70,435.21
7.88,1,3,5,48/70,439.44
8.18,1,3,5,48/70,443.09
7.97,1,3,5,48/70,447.11
7.78,1,3,5,48/70,451.39
7.88,1,3,5,47/70,455.14
7.74,1,3,5,47/70,459.21
8.21,1,3,5,47/70,463.04
8.48,1,3,5,47/70,466.64
7.56,1,3,5,47/70,470.53
7.95,1,3,5,47/70,474.67
7.72,1,3,5,47/70,478.51
8.84,1,3,5,47/70,482.57
7.98,1,3,5,47/70,486.32
8.59,1,3,5,47/70,490.75
7.54,1,3,5,47/70,495.01
7.72,1,3,5,47/70,498.67
7.78,1,3,5,47/70,503.14
